Entry	Entry Name	Gene Names	Protein names	Organism	EC number	KEGG	GeneID
P0AB58	LAPB_ECOLI	lapB yciM b1280 JW1272	Lipopolysaccharide assembly protein B (Lipopolysaccharide regulatory protein) (LpxC degradation adapter protein B)	Escherichia coli (strain K12)		ecj:JW1272;eco:b1280;ecoc:C3026_07515;	93775403;944858;
P0AB71	ALF_ECOLI	fbaA fba fda b2925 JW2892	Fructose-bisphosphate aldolase class 2 (FBP aldolase) (FBPA) (EC 4.1.2.13) (Fructose-1,6-bisphosphate aldolase) (Fructose-bisphosphate aldolase class II) (Sedoheptulose bisphosphate aldolase)	Escherichia coli (strain K12)	4.1.2.13	ecj:JW2892;eco:b2925;ecoc:C3026_16025;	93779073;947415;
P0AB74	KBAY_ECOLI	kbaY agaY kba yraC b3137 JW3106	D-tagatose-1,6-bisphosphate aldolase subunit KbaY (TBPA) (TagBP aldolase) (EC 4.1.2.40) (D-tagatose-bisphosphate aldolase class II) (Ketose 1,6-bisphosphate aldolase class II) (Tagatose-bisphosphate aldolase)	Escherichia coli (strain K12)	4.1.2.40	ecj:JW3106;eco:b3137;ecoc:C3026_17095;	75173310;75203745;947644;
P0AB77	KBL_ECOLI	kbl b3617 JW3592	2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (EC 2.3.1.29) (Glycine acetyltransferase)	Escherichia coli (strain K12)	2.3.1.29	ecj:JW3592;eco:b3617;ecoc:C3026_19610;	75173814;75202189;948138;
P0AB80	ILVE_ECOLI	ilvE b3770 JW5606	Branched-chain-amino-acid aminotransferase (BCAT) (EC 2.6.1.42) (Transaminase B)	Escherichia coli (strain K12)	2.6.1.42	ecj:JW5606;eco:b3770;ecoc:C3026_20420;	75174003;75204761;948278;
P0AB83	END3_ECOLI	nth b1633 JW1625	Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase)	Escherichia coli (strain K12)	4.2.99.18	ecj:JW1625;eco:b1633;ecoc:C3026_09380;	86859603;93775785;947122;
P0AB87	FUCA_ECOLI	fucA fucC prd b2800 JW2771	L-fuculose phosphate aldolase (EC 4.1.2.17) (D-ribulose-phosphate aldolase) (L-fuculose-1-phosphate aldolase)	Escherichia coli (strain K12)	4.1.2.17	ecj:JW2771;eco:b2800;ecoc:C3026_15395;	75172884;947282;
P0AB89	PUR8_ECOLI	purB b1131 JW1117	Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase) (ASase)	Escherichia coli (strain K12)	4.3.2.2	ecj:JW1117;eco:b1131;ecoc:C3026_06805;	945695;
P0AB91	AROG_ECOLI	aroG b0754 JW0737	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	Escherichia coli (strain K12)	2.5.1.54	ecj:JW0737;eco:b0754;ecoc:C3026_03815;	75170753;945605;
P0AB98	ATP6_ECOLI	atpB papD uncB b3738 JW3716	ATP synthase subunit a (ATP synthase F0 sector subunit a) (F-ATPase subunit 6)	Escherichia coli (strain K12)		ecj:JW3716;eco:b3738;ecoc:C3026_20255;	93778229;948252;
P0ABA6	ATPG_ECOLI	atpG papC uncG b3733 JW3711	ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)	Escherichia coli (strain K12)		ecj:JW3711;eco:b3733;ecoc:C3026_20230;	86861841;93778234;948243;
P0ABB0	ATPA_ECOLI	atpA papA uncA b3734 JW3712	ATP synthase subunit alpha (EC 7.1.2.2) (ATP synthase F1 sector subunit alpha) (F-ATPase subunit alpha)	Escherichia coli (strain K12)	7.1.2.2	ecj:JW3712;eco:b3734;ecoc:C3026_20235;	86861842;93778233;948242;
P0ABB4	ATPB_ECOLI	atpD papB uncD b3732 JW3710	ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta)	Escherichia coli (strain K12)	7.1.2.2	ecj:JW3710;eco:b3732;ecoc:C3026_20225;	86861840;93778235;948244;
P0ABB8	ATMA_ECOLI	mgtA corB mgt b4242 JW4201	Magnesium-transporting ATPase, P-type 1 (EC 7.2.2.14) (Mg(2+) transport ATPase, P-type 1)	Escherichia coli (strain K12)	7.2.2.14	ecj:JW4201;eco:b4242;ecoc:C3026_22895;	948778;
P0ABC7	HFLK_ECOLI	hflK hflA b4174 JW4132	Modulator of FtsH protease HflK	Escherichia coli (strain K12)		ecj:JW4132;eco:b4174;ecoc:C3026_22555;	86861432;93777647;948698;
P0ABD3	BFR_ECOLI	bfr b3336 JW3298	Bacterioferritin (BFR) (EC 1.16.3.1) (Cytochrome b-1) (Cytochrome b-557)	Escherichia coli (strain K12)	1.16.3.1	ecj:JW3298;eco:b3336;ecoc:C3026_18120;	86862266;947839;
P0ABD5	ACCA_ECOLI	accA b0185 JW0180	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha (ACCase subunit alpha) (Acetyl-CoA carboxylase carboxyltransferase subunit alpha) (EC 2.1.3.15)	Escherichia coli (strain K12)	2.1.3.15	ecj:JW0180;eco:b0185;ecoc:C3026_00850;	86945115;944895;
P0ABD8	BCCP_ECOLI	accB fabE b3255 JW3223	Biotin carboxyl carrier protein of acetyl-CoA carboxylase (BCCP)	Escherichia coli (strain K12)		ecj:JW3223;eco:b3255;ecoc:C3026_17710;	93778732;947758;
P0ABE5	C561_ECOLI	cybB b1418 JW5224	Superoxide oxidase CybB (SOO) (EC 1.10.3.17) (Cytochrome b-561) (Cytochrome b561) (Superoxide:quinone oxidoreductase) (Superoxide:ubiquinone oxidoreductase)	Escherichia coli (strain K12)	1.10.3.17	ecj:JW5224;eco:b1418;ecoc:C3026_08260;	947241;
P0ABF1	PCNB_ECOLI	pcnB b0143 JW5808	Poly(A) polymerase I (PAP I) (EC 2.7.7.19) (Plasmid copy number protein)	Escherichia coli (strain K12)	2.7.7.19	ecj:JW5808;eco:b0143;	93777284;947318;
P0ABF6	CDD_ECOLI	cdd b2143 JW2131	Cytidine deaminase (EC 3.5.4.5) (Cytidine aminohydrolase) (CDA)	Escherichia coli (strain K12)	3.5.4.5	ecj:JW2131;eco:b2143;ecoc:C3026_12010;	93775039;946663;
P0ABG1	CDSA_ECOLI	cdsA cds b0175 JW5810	Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-diacylglycerol synthase) (CDP-DAG synthase) (CDP-DG synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CDP-diglyceride synthetase) (CTP:phosphatidate cytidylyltransferase)	Escherichia coli (strain K12)	2.7.7.41	ecj:JW5810;eco:b0175;ecoc:C3026_00800;	93777250;944876;
P0ABG4	FTSW_ECOLI	ftsW b0089 JW0087	Probable peptidoglycan glycosyltransferase FtsW (PGT) (EC 2.4.99.28) (Cell division protein FtsW) (Cell wall polymerase) (Lipid II flippase FtsW) (Peptidoglycan polymerase) (PG polymerase)	Escherichia coli (strain K12)	2.4.99.28	ecj:JW0087;eco:b0089;ecoc:C3026_00350;	93777345;946322;
P0ABG7	RODA_ECOLI	mrdB rodA b0634 JW0629	Peptidoglycan glycosyltransferase MrdB (PGT) (EC 2.4.99.28) (Cell elongation protein RodA) (Cell wall polymerase) (Peptidoglycan polymerase) (PG polymerase) (Rod shape-determining protein) (Shape, elongation, division and sporulation glycosyltransferase RodA) (SEDS GT RodA)	Escherichia coli (strain K12)	2.4.99.28	ecj:JW0629;eco:b0634;ecoc:C3026_03170;	93776848;945238;
P0ABH0	FTSA_ECOLI	ftsA divA b0094 JW0092	Cell division protein FtsA	Escherichia coli (strain K12)		ecj:JW0092;eco:b0094;ecoc:C3026_00375;	86862604;93777340;944778;
P0ABH7	CISY_ECOLI	gltA gluT icdB b0720 JW0710	Citrate synthase (EC 2.3.3.16)	Escherichia coli (strain K12)	2.3.3.16	ecj:JW0710;eco:b0720;ecoc:C3026_03600;	93776765;945323;
P0ABH9	CLPA_ECOLI	clpA lopD b0882 JW0866	ATP-dependent Clp protease ATP-binding subunit ClpA	Escherichia coli (strain K12)		ecj:JW0866;eco:b0882;ecoc:C3026_05475;	93776538;945764;
P0ABI4	CORA_ECOLI	corA b3816 JW3789	Magnesium transport protein CorA	Escherichia coli (strain K12)		ecj:JW3789;eco:b3816;ecoc:C3026_20655;	93778125;948351;
P0ABI8	CYOB_ECOLI	cyoB b0431 JW0421	Cytochrome bo(3) ubiquinol oxidase subunit 1 (cyt bo(3) subunit 1) (EC 7.1.1.3) (Cytochrome b562-o complex subunit I) (Cytochrome o ubiquinol oxidase subunit 1) (Cytochrome o subunit 1) (Oxidase bo(3) subunit 1) (Ubiquinol oxidase chain A) (Ubiquinol oxidase polypeptide I) (Ubiquinol oxidase subunit 1)	Escherichia coli (strain K12)	7.1.1.3	ecj:JW0421;eco:b0431;ecoc:C3026_02105;	93777023;945615;
P0ABJ1	CYOA_ECOLI	cyoA b0432 JW0422	Cytochrome bo(3) ubiquinol oxidase subunit 2 (Cytochrome b562-o complex subunit II) (Cytochrome o ubiquinol oxidase subunit 2) (Cytochrome o subunit 2) (Oxidase bo(3) subunit 2) (Ubiquinol oxidase chain B) (Ubiquinol oxidase polypeptide II) (Ubiquinol oxidase subunit 2)	Escherichia coli (strain K12)		ecj:JW0422;eco:b0432;ecoc:C3026_02110;	86862977;945080;
P0ABJ3	CYOC_ECOLI	cyoC b0430 JW0420	Cytochrome bo(3) ubiquinol oxidase subunit 3 (Cytochrome o ubiquinol oxidase subunit 3) (Cytochrome o subunit 3) (Oxidase bo(3) subunit 3) (Ubiquinol oxidase chain C) (Ubiquinol oxidase polypeptide III) (Ubiquinol oxidase subunit 3)	Escherichia coli (strain K12)		ecj:JW0420;eco:b0430;ecoc:C3026_02100;	93777024;946897;
P0ABJ6	CYOD_ECOLI	cyoD b0429 JW0419	Cytochrome bo(3) ubiquinol oxidase subunit 4 (Cytochrome o ubiquinol oxidase subunit 4) (Cytochrome o subunit 4) (Oxidase bo(3) subunit 4) (Ubiquinol oxidase chain D) (Ubiquinol oxidase polypeptide IV) (Ubiquinol oxidase subunit 4)	Escherichia coli (strain K12)		ecj:JW0419;eco:b0429;ecoc:C3026_02095;	93777025;944918;
P0ABJ9	CYDA_ECOLI	cydA cyd-1 b0733 JW0722	Cytochrome bd-I ubiquinol oxidase subunit 1 (EC 7.1.1.7) (Cytochrome bd-I oxidase subunit I) (Cytochrome d ubiquinol oxidase subunit I)	Escherichia coli (strain K12)	7.1.1.7	ecj:JW0722;eco:b0733;ecoc:C3026_03675;	93776752;945341;
P0ABK2	CYDB_ECOLI	cydB cyd-2 b0734 JW0723	Cytochrome bd-I ubiquinol oxidase subunit 2 (EC 7.1.1.7) (Cytochrome bd-I oxidase subunit II) (Cytochrome d ubiquinol oxidase subunit II)	Escherichia coli (strain K12)	7.1.1.7	ecj:JW0723;eco:b0734;ecoc:C3026_03680;	93776751;945347;
P0ABK5	CYSK_ECOLI	cysK cysZ b2414 JW2407	Cysteine synthase A (CSase A) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase A) (OAS-TL A) (O-acetylserine sulfhydrylase A) (S-carboxymethylcysteine synthase) (EC 4.5.1.5) (Sulfate starvation-induced protein 5) (SSI5)	Escherichia coli (strain K12)	2.5.1.47; 4.5.1.5	ecj:JW2407;eco:b2414;ecoc:C3026_13420;	86860557;93774717;946877;
P0ABK7	CSGB_ECOLI	csgB b1041 JW1024	Minor curlin subunit	Escherichia coli (strain K12)		ecj:JW1024;eco:b1041;ecoc:C3026_06340;	75171167;75203629;947391;
P0ABK9	NRFA_ECOLI	nrfA b4070 JW4031	Cytochrome c-552 (EC 1.7.2.2) (Ammonia-forming cytochrome c nitrite reductase) (Cytochrome c nitrite reductase)	Escherichia coli (strain K12)	1.7.2.2	ecj:JW4031;eco:b4070;ecoc:C3026_22000;	93777759;948571;
P0ABL3	NAPB_ECOLI	napB yejY b2203 JW5367	Periplasmic nitrate reductase, electron transfer subunit (Diheme cytochrome c NapB)	Escherichia coli (strain K12)		ecj:JW5367;eco:b2203;ecoc:C3026_12310;	86947142;93774975;946698;
P0ABN1	KDGL_ECOLI	dgkA dgk b4042 JW4002	Diacylglycerol kinase (DAGK) (EC 2.7.1.107) (Diglyceride kinase) (DGK)	Escherichia coli (strain K12)	2.7.1.107	ecj:JW4002;eco:b4042;ecoc:C3026_21845;	93777789;948543;
P0ABN5	DCUA_ECOLI	dcuA genA b4138 JW5735	C4-dicarboxylate transporter DcuA	Escherichia coli (strain K12)		ecj:JW5735;eco:b4138;ecoc:C3026_22365;	86861469;93777686;948659;
P0ABN9	DCUB_ECOLI	dcuB genF b4123 JW4084	Anaerobic C4-dicarboxylate transporter DcuB	Escherichia coli (strain K12)		ecj:JW4084;eco:b4123;ecoc:C3026_22280;	93777709;948641;
P0ABP3	DCUC_ECOLI	dcuC b0621 JW0613/JW0616	Anaerobic C4-dicarboxylate transporter DcuC	Escherichia coli (strain K12)		ecj:JW0613;ecj:JW0616;eco:b0621;ecoc:C3026_03105;	75170625;75205017;945000;
P0ABP8	DEOD_ECOLI	deoD pup b4384 JW4347	Purine nucleoside phosphorylase DeoD-type (PNP) (EC 2.4.2.1)	Escherichia coli (strain K12)	2.4.2.1	ecj:JW4347;eco:b4384;ecoc:C3026_23690;	93777460;945654;
P0ABQ0	COABC_ECOLI	coaBC dfp b3639 JW5642	Coenzyme A biosynthesis bifunctional protein CoaBC (DNA/pantothenate metabolism flavoprotein) (Phosphopantothenoylcysteine synthetase/decarboxylase) (PPCS-PPCDC) [Includes: Phosphopantothenoylcysteine decarboxylase (PPC decarboxylase) (PPC-DC) (EC 4.1.1.36) (CoaC); Phosphopantothenate--cysteine ligase (EC 6.3.2.5) (CoaB) (Phosphopantothenoylcysteine synthetase) (PPC synthetase) (PPC-S)]	Escherichia coli (strain K12)	4.1.1.36; 6.3.2.5	ecj:JW5642;eco:b3639;ecoc:C3026_19720;	949047;
P0ABQ4	DYR_ECOLI	folA tmrA b0048 JW0047	Dihydrofolate reductase (EC 1.5.1.3)	Escherichia coli (strain K12)	1.5.1.3	ecj:JW0047;eco:b0048;ecoc:C3026_00250;	86862560;93777387;944790;
P0ABR9	MHPB_ECOLI	mhpB b0348 JW0339	2,3-dihydroxyphenylpropionate/2,3-dihydroxicinnamic acid 1,2-dioxygenase (EC 1.13.11.16) (3-carboxyethylcatechol 2,3-dioxygenase)	Escherichia coli (strain K12)	1.13.11.16	ecj:JW0339;eco:b0348;ecoc:C3026_01715;ecoc:C3026_24875;	93777107;945047;
P0ABS1	DKSA_ECOLI	dksA b0145 JW0141	RNA polymerase-binding transcription factor DksA (DnaK suppressor protein)	Escherichia coli (strain K12)		ecj:JW0141;eco:b0145;ecoc:C3026_00630;	86862653;93777282;944850;
P0ABS5	DNAG_ECOLI	dnaG dnaP parB b3066 JW3038	DNA primase (EC 2.7.7.101)	Escherichia coli (strain K12)	2.7.7.101	ecj:JW3038;eco:b3066;ecoc:C3026_16750;	93778927;947570;
P0ABS8	HOLE_ECOLI	holE b1842 JW1831	DNA polymerase III subunit theta (EC 2.7.7.7)	Escherichia coli (strain K12)	2.7.7.7	ecj:JW1831;eco:b1842;ecoc:C3026_10495;	93776109;947471;
P0ABT2	DPS_ECOLI	dps pexB vtm b0812 JW0797	DNA protection during starvation protein (EC 1.16.-.-)	Escherichia coli (strain K12)	1.16.-.-	ecj:JW0797;eco:b0812;ecoc:C3026_05115;	86863322;93776616;945101;
P0ABU0	MENB_ECOLI	menB b2262 JW2257	1,4-dihydroxy-2-naphthoyl-CoA synthase (DHNA-CoA synthase) (EC 4.1.3.36)	Escherichia coli (strain K12)	4.1.3.36	ecj:JW2257;eco:b2262;ecoc:C3026_12635;	75172394;75205687;946747;
P0ABU2	YCHF_ECOLI	ychF engD gtp1 b1203 JW1194	Ribosome-binding ATPase YchF	Escherichia coli (strain K12)		ecj:JW1194;eco:b1203;ecoc:C3026_07075;	75171314;945769;
P0ABU7	EXBB_ECOLI	exbB b3006 JW2974	Biopolymer transport protein ExbB	Escherichia coli (strain K12)		ecj:JW2974;eco:b3006;ecoc:C3026_16430;	86861149;93778981;945420;
P0ABU9	TOLQ_ECOLI	tolQ fii b0737 JW0727	Tol-Pal system protein TolQ	Escherichia coli (strain K12)		ecj:JW0727;eco:b0737;	86863246;93776747;948900;
P0ABV2	EXBD_ECOLI	exbD b3005 JW2973	Biopolymer transport protein ExbD	Escherichia coli (strain K12)		ecj:JW2973;eco:b3005;ecoc:C3026_16425;	93778982;946345;
P0ABV6	TOLR_ECOLI	tolR b0738 JW0728	Tol-Pal system protein TolR	Escherichia coli (strain K12)		ecj:JW0728;eco:b0738;ecoc:C3026_03705;	93776746;945328;
P0ABY7	FLHC_ECOLI	flhC flaI b1891 JW1880	Flagellar transcriptional regulator FlhC	Escherichia coli (strain K12)		ecj:JW1880;eco:b1891;ecoc:C3026_10750;	93776196;947280;
P0ABZ1	FLIG_ECOLI	fliG fla AII.2 fla BII b1939 JW1923	Flagellar motor switch protein FliG	Escherichia coli (strain K12)		ecj:JW1923;eco:b1939;ecoc:C3026_10985;	75172058;75205820;946451;
P0ABZ6	SURA_ECOLI	surA b0053 JW0052	Chaperone SurA (Peptidyl-prolyl cis-trans isomerase SurA) (PPIase SurA) (EC 5.2.1.8) (Rotamase SurA) (Survival protein A)	Escherichia coli (strain K12)	5.2.1.8	ecj:JW0052;eco:b0053;ecoc:C3026_00275;	93777382;944812;
P0AC00	FRLB_ECOLI	frlB yhfN b3371 JW5700	Fructoselysine 6-phosphate deglycase (EC 3.5.-.-)	Escherichia coli (strain K12)	3.5.-.-	ecj:JW5700;eco:b3371;ecoc:C3026_18305;	947875;
P0AC02	BAMD_ECOLI	bamD yfiO b2595 JW2577	Outer membrane protein assembly factor BamD	Escherichia coli (strain K12)		ecj:JW2577;eco:b2595;ecoc:C3026_14380;	93774491;947086;
P0AC13	DHPS_ECOLI	folP dhpS b3177 JW3144	Dihydropteroate synthase (DHPS) (EC 2.5.1.15) (Dihydropteroate pyrophosphorylase)	Escherichia coli (strain K12)	2.5.1.15	ecj:JW3144;eco:b3177;ecoc:C3026_17300;	93778804;947691;
P0AC16	FOLB_ECOLI	folB ygiG b3058 JW3030	Dihydroneopterin aldolase (DHNA) (EC 4.1.2.25) (7,8-dihydroneopterin 2'-epimerase) (7,8-dihydroneopterin aldolase) (7,8-dihydroneopterin epimerase) (EC 5.1.99.8) (Dihydroneopterin epimerase)	Escherichia coli (strain K12)	4.1.2.25; 5.1.99.8	ecj:JW3030;eco:b3058;ecoc:C3026_16710;	75173180;947544;
P0AC19	FOLX_ECOLI	folX b2303 JW2300	Dihydroneopterin triphosphate 2'-epimerase (EC 5.1.99.7) (D-erythro-7,8-dihydroneopterin triphosphate epimerase)	Escherichia coli (strain K12)	5.1.99.7	ecj:JW2300;eco:b2303;ecoc:C3026_12845;	93774871;946781;
P0AC23	FOCA_ECOLI	focA ycaE b0904 JW0887	Formate channel FocA (Formate transporter FocA)	Escherichia coli (strain K12)		ecj:JW0887;eco:b0904;ecoc:C3026_05580;	93776514;945513;
P0AC30	FTSX_ECOLI	ftsX ftsS b3462 JW3427	Cell division protein FtsX	Escherichia coli (strain K12)		ecj:JW3427;eco:b3462;ecoc:C3026_18755;	93778529;947969;
P0AC33	FUMA_ECOLI	fumA b1612 JW1604	Fumarate hydratase class I, aerobic (EC 4.2.1.2) (Fumarase A) (Oxaloacetate keto--enol-isomerase) (OAAKE isomerase) (Oxaloacetate tautomerase) (EC 5.3.2.2)	Escherichia coli (strain K12)	4.2.1.2; 5.3.2.2	ecj:JW1604;eco:b1612;ecoc:C3026_09275;	75204456;946826;
P0AC38	ASPA_ECOLI	aspA b4139 JW4099	Aspartate ammonia-lyase (Aspartase) (EC 4.3.1.1)	Escherichia coli (strain K12)	4.3.1.1	ecj:JW4099;eco:b4139;ecoc:C3026_22370;	93777685;948658;
P0AC41	SDHA_ECOLI	sdhA b0723 JW0713	Succinate dehydrogenase flavoprotein subunit (EC 1.3.5.1)	Escherichia coli (strain K12)	1.3.5.1	ecj:JW0713;eco:b0723;ecoc:C3026_03620;	93776761;945402;
P0AC44	DHSD_ECOLI	sdhD b0722 JW0712	Succinate dehydrogenase hydrophobic membrane anchor subunit	Escherichia coli (strain K12)		ecj:JW0712;eco:b0722;ecoc:C3026_03615;	86863233;93776762;945322;
P0AC47	FRDB_ECOLI	frdB b4153 JW4114	Fumarate reductase iron-sulfur subunit (EC 1.3.5.1) (Quinol-fumarate reductase iron-sulfur subunit) (QFR iron-sulfur subunit)	Escherichia coli (strain K12)	1.3.5.1	ecj:JW4114;eco:b4153;ecoc:C3026_22450;	86861452;93777669;948666;
P0AC53	G6PD_ECOLI	zwf b1852 JW1841	Glucose-6-phosphate 1-dehydrogenase (G6PD) (EC 1.1.1.49) [Cleaved into: Extracellular death factor (EDF)]	Escherichia coli (strain K12)	1.1.1.49	ecj:JW1841;eco:b1852;ecoc:C3026_10550;	86859388;946370;
P0AC55	GLNK_ECOLI	glnK ybaI b0450 JW0440	Nitrogen regulatory protein GlnK (Nitrogen regulatory protein P-II 2) (PII-like protein)	Escherichia coli (strain K12)		ecj:JW0440;eco:b0450;ecoc:C3026_02205;	86862995;93777000;945087;
P0AC69	GLRX4_ECOLI	grxD ydhD b1654 JW1646	Glutaredoxin 4 (Grx4) (Monothiol glutaredoxin)	Escherichia coli (strain K12)		ecj:JW1646;eco:b1654;ecoc:C3026_09490;	86859582;89516419;946169;
P0AC75	KDTA_ECOLI	waaA kdtA b3633 JW3608	3-deoxy-D-manno-octulosonic acid transferase (Kdo transferase) (EC 2.4.99.12) (EC 2.4.99.13) (Bifunctional Kdo transferase) (Kdo-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase) (Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase)	Escherichia coli (strain K12)	2.4.99.12; 2.4.99.13	ecj:JW3608;eco:b3633;ecoc:C3026_19690;	93778346;949048;
P0AC78	WECA_ECOLI	wecA rfe b3784 JW3758	Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase (EC 2.7.8.33) (UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase) (Undecaprenyl-phosphate GlcNAc-1-phosphate transferase)	Escherichia coli (strain K12)	2.7.8.33	ecj:JW3758;eco:b3784;ecoc:C3026_20490;	93778160;948789;
P0AC81	LGUL_ECOLI	gloA b1651 JW1643	Lactoylglutathione lyase (EC 4.4.1.5) (Aldoketomutase) (Glyoxalase I) (Glx I) (Ketone-aldehyde mutase) (Methylglyoxalase) (S-D-lactoylglutathione methylglyoxal lyase)	Escherichia coli (strain K12)	4.4.1.5	ecj:JW1643;eco:b1651;ecoc:C3026_09475;	93775805;946161;
P0AC84	GLO2_ECOLI	gloB yafR b0212 JW0202	Hydroxyacylglutathione hydrolase GloB (EC 3.1.2.6) (Glyoxalase II) (Glx II)	Escherichia coli (strain K12)	3.1.2.6	ecj:JW0202;eco:b0212;ecoc:C3026_00990;	944902;
P0AC88	GM4D_ECOLI	gmd yefA yefN b2053 JW2038	GDP-mannose 4,6-dehydratase (EC 4.2.1.47) (GDP-D-mannose dehydratase)	Escherichia coli (strain K12)	4.2.1.47	ecj:JW2038;eco:b2053;ecoc:C3026_11555;	93775138;946562;
P0AC98	SATP_ECOLI	satP yaaH b0010 JW0009	Succinate-acetate/proton symporter SatP (Succinate-acetate transporter protein)	Escherichia coli (strain K12)		ecj:JW0009;eco:b0010;ecoc:C3026_00055;	86862527;93777432;944792;
P0ACB0	DNAB_ECOLI	dnaB groP grpA b4052 JW4012	Replicative DNA helicase DnaB (EC 5.6.2.3) (DNA 5'-3' helicase DnaB)	Escherichia coli (strain K12)	5.6.2.3	ecj:JW4012;eco:b4052;ecoc:C3026_21895;	93777780;948555;
P0ACB2	HEM2_ECOLI	hemB ncf b0369 JW0361	Delta-aminolevulinic acid dehydratase (ALAD) (ALADH) (EC 4.2.1.24) (Porphobilinogen synthase)	Escherichia coli (strain K12)	4.2.1.24	ecj:JW0361;eco:b0369;	86862920;93777089;945017;
P0ACB4	HEMG_ECOLI	hemG yihB b3850 JW3827	Protoporphyrinogen IX dehydrogenase [quinone] (EC 1.3.5.3) (Protoporphyrinogen IX dehydrogenase [menaquinone]) (Protoporphyrinogen IX dehydrogenase [ubiquinone]) (Protoporphyrinogen oxidase) (PPO)	Escherichia coli (strain K12)	1.3.5.3	ecj:JW3827;eco:b3850;ecoc:C3026_20815;	75174084;948331;
P0ACC1	PRMC_ECOLI	prmC hemK b1212 JW1203	Release factor glutamine methyltransferase (RF MTase) (EC 2.1.1.297) (M.EcoKHemKP) (N5-glutamine methyltransferase PrmC) (Protein release factor methylation C) (Protein-(glutamine-N5) MTase PrmC) (Protein-glutamine N-methyltransferase PrmC)	Escherichia coli (strain K12)	2.1.1.297	ecj:JW1203;eco:b1212;ecoc:C3026_07120;	75171323;945779;
P0ACC3	ERPA_ECOLI	erpA yadR b0156 JW0152	Iron-sulfur cluster insertion protein ErpA	Escherichia coli (strain K12)		ecj:JW0152;eco:b0156;ecoc:C3026_00710;	86862668;93777270;944857;
P0ACC7	GLMU_ECOLI	glmU yieA b3730 JW3708	Bifunctional protein GlmU [Includes: UDP-N-acetylglucosamine pyrophosphorylase (EC 2.7.7.23) (N-acetylglucosamine-1-phosphate uridyltransferase); Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)]	Escherichia coli (strain K12)	2.3.1.157; 2.7.7.23	ecj:JW3708;eco:b3730;ecoc:C3026_20215;	75173964;75205448;948246;
P0ACD4	ISCU_ECOLI	iscU nifU yfhN b2529 JW2513	Iron-sulfur cluster assembly scaffold protein IscU (Sulfur acceptor protein IscU)	Escherichia coli (strain K12)		ecj:JW2513;eco:b2529;ecoc:C3026_14015;	86860655;93774607;947002;
P0ACD8	MBHL_ECOLI	hyaB b0973 JW0955	Hydrogenase-1 large chain (HYD1) (EC 1.12.99.6) (Membrane-bound hydrogenase 1 large subunit) (NiFe hydrogenase)	Escherichia coli (strain K12)	1.12.99.6	ecj:JW0955;eco:b0973;ecoc:C3026_05940;	945580;
P0ACE0	MBHM_ECOLI	hybC b2994 JW2962	Hydrogenase-2 large chain (HYD2) (EC 1.12.99.6) (Membrane-bound hydrogenase 2 large subunit) (NiFe hydrogenase)	Escherichia coli (strain K12)	1.12.99.6	ecj:JW2962;eco:b2994;ecoc:C3026_16375;	75173127;75203605;945182;
P0ACE3	HHA_ECOLI	hha b0460 JW0449	Hemolysin expression-modulating protein Hha	Escherichia coli (strain K12)		ecj:JW0449;eco:b0460;	93776990;945098;
P0ACE7	HINT_ECOLI	hinT ycfF b1103 JW1089	Purine nucleoside phosphoramidase (EC 3.9.1.-) (Histidine triad nucleotide binding protein HinT) (HIT protein)	Escherichia coli (strain K12)	3.9.1.-	ecj:JW1089;eco:b1103;ecoc:C3026_06660;	86863603;93776305;948549;
P0ACF0	DBHA_ECOLI	hupA b4000 JW3964	DNA-binding protein HU-alpha (HU-2) (NS2)	Escherichia coli (strain K12)		ecj:JW3964;eco:b4000;ecoc:C3026_21605;	86861599;93777894;948499;
P0ACF4	DBHB_ECOLI	hupB hopD b0440 JW0430	DNA-binding protein HU-beta (HU-1) (NS1)	Escherichia coli (strain K12)		ecj:JW0430;eco:b0440;ecoc:C3026_02155;	86945354;949095;
