source_id,relation_type,target_id,direction,evidence,source_database,source_record_id,notes
reaction.ecocyc.RXN0-6368,participates_in,ecocyc.PWY0-1433,directed,database,EcoCyc,RXN0-6368,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.CPD-11648,is_substrate_of,reaction.ecocyc.RXN-21270,directed,database,EcoCyc,RXN-21270,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-21270,directed,database,EcoCyc,RXN-21270,EcoCyc reaction LEFT
molecule.C00475,is_product_of,reaction.ecocyc.RXN-21270,directed,database,EcoCyc,RXN-21270,EcoCyc reaction RIGHT
molecule.C00033,is_product_of,reaction.ecocyc.RXN-21270,directed,database,EcoCyc,RXN-21270,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN-21270,directed,database,EcoCyc,RXN-21270,EcoCyc reaction RIGHT
molecule.ecocyc.CPD0-2279,is_substrate_of,reaction.ecocyc.TRANS-RXN-146,directed,database,EcoCyc,TRANS-RXN-146,EcoCyc reaction LEFT
molecule.ecocyc.CPD0-2279,is_product_of,reaction.ecocyc.TRANS-RXN-146,directed,database,EcoCyc,TRANS-RXN-146,EcoCyc reaction RIGHT
molecule.ecocyc.Lactate,is_substrate_of,reaction.ecocyc.RXN-22607,directed,database,EcoCyc,RXN-22607,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.RXN-22607,directed,database,EcoCyc,RXN-22607,EcoCyc reaction LEFT
molecule.ecocyc.CPD-24845,is_product_of,reaction.ecocyc.RXN-22607,directed,database,EcoCyc,RXN-22607,EcoCyc reaction RIGHT
molecule.ecocyc.OH,is_substrate_of,reaction.ecocyc.RXN0-5220,directed,database,EcoCyc,RXN0-5220,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.RXN0-5220,directed,database,EcoCyc,RXN0-5220,EcoCyc reaction LEFT
molecule.C00001,is_product_of,reaction.ecocyc.RXN0-5220,directed,database,EcoCyc,RXN0-5220,EcoCyc reaction RIGHT
molecule.C00314,is_substrate_of,reaction.ecocyc.TRANS-RXN0-205,directed,database,EcoCyc,TRANS-RXN0-205,EcoCyc reaction LEFT
molecule.C00314,is_product_of,reaction.ecocyc.TRANS-RXN0-205,directed,database,EcoCyc,TRANS-RXN0-205,EcoCyc reaction RIGHT
molecule.ecocyc.CPD-13397,is_substrate_of,reaction.ecocyc.RXN0-6980,directed,database,EcoCyc,RXN0-6980,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN0-6980,directed,database,EcoCyc,RXN0-6980,EcoCyc reaction LEFT
molecule.C00041,is_product_of,reaction.ecocyc.RXN0-6980,directed,database,EcoCyc,RXN0-6980,EcoCyc reaction RIGHT
molecule.C00188,is_product_of,reaction.ecocyc.RXN0-6980,directed,database,EcoCyc,RXN0-6980,EcoCyc reaction RIGHT
molecule.C00002,is_substrate_of,reaction.ecocyc.RXN-14325,directed,database,EcoCyc,RXN-14325,EcoCyc reaction LEFT
molecule.C00075,is_substrate_of,reaction.ecocyc.RXN-14325,directed,database,EcoCyc,RXN-14325,EcoCyc reaction LEFT
molecule.C00014,is_substrate_of,reaction.ecocyc.RXN-14325,directed,database,EcoCyc,RXN-14325,EcoCyc reaction LEFT
molecule.C00008,is_product_of,reaction.ecocyc.RXN-14325,directed,database,EcoCyc,RXN-14325,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.RXN-14325,directed,database,EcoCyc,RXN-14325,EcoCyc reaction RIGHT
molecule.C00063,is_product_of,reaction.ecocyc.RXN-14325,directed,database,EcoCyc,RXN-14325,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN-14325,directed,database,EcoCyc,RXN-14325,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-14325,participates_in,ecocyc.CTPSYN-RXN,directed,database,EcoCyc,RXN-14325,EcoCyc reaction IN-PATHWAY
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-19728,directed,database,EcoCyc,RXN-19728,EcoCyc reaction LEFT
molecule.C00402,is_product_of,reaction.ecocyc.RXN-19728,directed,database,EcoCyc,RXN-19728,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN-19728,directed,database,EcoCyc,RXN-19728,EcoCyc reaction RIGHT
molecule.C15547,is_substrate_of,reaction.ecocyc.RXN-9311,directed,database,EcoCyc,RXN-9311,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-9311,directed,database,EcoCyc,RXN-9311,EcoCyc reaction LEFT
molecule.C00080,is_product_of,reaction.ecocyc.RXN-9311,directed,database,EcoCyc,RXN-9311,EcoCyc reaction RIGHT
molecule.C03657,is_product_of,reaction.ecocyc.RXN-9311,directed,database,EcoCyc,RXN-9311,EcoCyc reaction RIGHT
molecule.C00010,is_product_of,reaction.ecocyc.RXN-9311,directed,database,EcoCyc,RXN-9311,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-9311,participates_in,ecocyc.PWY-5837,directed,database,EcoCyc,RXN-9311,EcoCyc reaction IN-PATHWAY
molecule.C00041,is_substrate_of,reaction.ecocyc.TRANS-RXN0-469,directed,database,EcoCyc,TRANS-RXN0-469,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.TRANS-RXN0-469,directed,database,EcoCyc,TRANS-RXN0-469,EcoCyc reaction LEFT
molecule.C00041,is_product_of,reaction.ecocyc.TRANS-RXN0-469,directed,database,EcoCyc,TRANS-RXN0-469,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.TRANS-RXN0-469,directed,database,EcoCyc,TRANS-RXN0-469,EcoCyc reaction RIGHT
molecule.ecocyc.CPD-3744,is_substrate_of,reaction.ecocyc.RXN0-6973,directed,database,EcoCyc,RXN0-6973,EcoCyc reaction LEFT
molecule.C00007,is_substrate_of,reaction.ecocyc.RXN0-6973,directed,database,EcoCyc,RXN0-6973,EcoCyc reaction LEFT
molecule.C01847,is_substrate_of,reaction.ecocyc.RXN0-6973,directed,database,EcoCyc,RXN0-6973,EcoCyc reaction LEFT
molecule.C01412,is_product_of,reaction.ecocyc.RXN0-6973,directed,database,EcoCyc,RXN0-6973,EcoCyc reaction RIGHT
molecule.ecocyc.SO3,is_product_of,reaction.ecocyc.RXN0-6973,directed,database,EcoCyc,RXN0-6973,EcoCyc reaction RIGHT
molecule.C00001,is_product_of,reaction.ecocyc.RXN0-6973,directed,database,EcoCyc,RXN0-6973,EcoCyc reaction RIGHT
molecule.C00061,is_product_of,reaction.ecocyc.RXN0-6973,directed,database,EcoCyc,RXN0-6973,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN0-6973,directed,database,EcoCyc,RXN0-6973,EcoCyc reaction RIGHT
molecule.C05264,is_substrate_of,reaction.ecocyc.RXN-13616,directed,database,EcoCyc,RXN-13616,EcoCyc reaction LEFT
molecule.C05275,is_product_of,reaction.ecocyc.RXN-13616,directed,database,EcoCyc,RXN-13616,EcoCyc reaction RIGHT
molecule.C00001,is_product_of,reaction.ecocyc.RXN-13616,directed,database,EcoCyc,RXN-13616,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-13616,participates_in,ecocyc.PWY0-1337,directed,database,EcoCyc,RXN-13616,EcoCyc reaction IN-PATHWAY
molecule.C00002,is_substrate_of,reaction.ecocyc.RXN-21408,directed,database,EcoCyc,RXN-21408,EcoCyc reaction LEFT
molecule.C00008,is_product_of,reaction.ecocyc.RXN-21408,directed,database,EcoCyc,RXN-21408,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.RXN-21408,directed,database,EcoCyc,RXN-21408,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-21408,participates_in,ecocyc.PWY-8147,directed,database,EcoCyc,RXN-21408,EcoCyc reaction IN-PATHWAY
molecule.C00002,is_substrate_of,reaction.ecocyc.ABC-37-RXN,directed,database,EcoCyc,ABC-37-RXN,EcoCyc reaction LEFT
molecule.C00077,is_substrate_of,reaction.ecocyc.ABC-37-RXN,directed,database,EcoCyc,ABC-37-RXN,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.ABC-37-RXN,directed,database,EcoCyc,ABC-37-RXN,EcoCyc reaction LEFT
molecule.C00008,is_product_of,reaction.ecocyc.ABC-37-RXN,directed,database,EcoCyc,ABC-37-RXN,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.ABC-37-RXN,directed,database,EcoCyc,ABC-37-RXN,EcoCyc reaction RIGHT
molecule.C00077,is_product_of,reaction.ecocyc.ABC-37-RXN,directed,database,EcoCyc,ABC-37-RXN,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.ABC-37-RXN,directed,database,EcoCyc,ABC-37-RXN,EcoCyc reaction RIGHT
molecule.C04272,is_substrate_of,reaction.ecocyc.ACETOLACTREDUCTOISOM-RXN,directed,database,EcoCyc,ACETOLACTREDUCTOISOM-RXN,EcoCyc reaction LEFT
molecule.C00006,is_substrate_of,reaction.ecocyc.ACETOLACTREDUCTOISOM-RXN,directed,database,EcoCyc,ACETOLACTREDUCTOISOM-RXN,EcoCyc reaction LEFT
molecule.C06010,is_product_of,reaction.ecocyc.ACETOLACTREDUCTOISOM-RXN,directed,database,EcoCyc,ACETOLACTREDUCTOISOM-RXN,EcoCyc reaction RIGHT
molecule.C00005,is_product_of,reaction.ecocyc.ACETOLACTREDUCTOISOM-RXN,directed,database,EcoCyc,ACETOLACTREDUCTOISOM-RXN,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.ACETOLACTREDUCTOISOM-RXN,directed,database,EcoCyc,ACETOLACTREDUCTOISOM-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.ACETOLACTREDUCTOISOM-RXN,participates_in,ecocyc.VALSYN-PWY,directed,database,EcoCyc,ACETOLACTREDUCTOISOM-RXN,EcoCyc reaction IN-PATHWAY
molecule.C00002,is_substrate_of,reaction.ecocyc.OHMETPYRKIN-RXN,directed,database,EcoCyc,OHMETPYRKIN-RXN,EcoCyc reaction LEFT
molecule.C01279,is_substrate_of,reaction.ecocyc.OHMETPYRKIN-RXN,directed,database,EcoCyc,OHMETPYRKIN-RXN,EcoCyc reaction LEFT
molecule.C00080,is_product_of,reaction.ecocyc.OHMETPYRKIN-RXN,directed,database,EcoCyc,OHMETPYRKIN-RXN,EcoCyc reaction RIGHT
molecule.C00008,is_product_of,reaction.ecocyc.OHMETPYRKIN-RXN,directed,database,EcoCyc,OHMETPYRKIN-RXN,EcoCyc reaction RIGHT
molecule.C04556,is_product_of,reaction.ecocyc.OHMETPYRKIN-RXN,directed,database,EcoCyc,OHMETPYRKIN-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.OHMETPYRKIN-RXN,participates_in,ecocyc.PWY-6910,directed,database,EcoCyc,OHMETPYRKIN-RXN,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.mnm5SeP2U,is_substrate_of,reaction.ecocyc.RXN-20757,directed,database,EcoCyc,RXN-20757,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-20757,directed,database,EcoCyc,RXN-20757,EcoCyc reaction LEFT
molecule.ecocyc.Mnm5Se2U-containing-tRNAs,is_product_of,reaction.ecocyc.RXN-20757,directed,database,EcoCyc,RXN-20757,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.RXN-20757,directed,database,EcoCyc,RXN-20757,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-20757,participates_in,ecocyc.PWY-7892,directed,database,EcoCyc,RXN-20757,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.RXN-20757,participates_in,ecocyc.RXN0-2281,directed,database,EcoCyc,RXN-20757,EcoCyc reaction IN-PATHWAY
molecule.C00075,is_substrate_of,reaction.ecocyc.RXN0-801,directed,database,EcoCyc,RXN0-801,EcoCyc reaction LEFT
molecule.C00013,is_product_of,reaction.ecocyc.RXN0-801,directed,database,EcoCyc,RXN0-801,EcoCyc reaction RIGHT
molecule.C00208,is_substrate_of,reaction.ecocyc.RXN0-7347,directed,database,EcoCyc,RXN0-7347,EcoCyc reaction LEFT
molecule.C00031,is_product_of,reaction.ecocyc.RXN0-7347,directed,database,EcoCyc,RXN0-7347,EcoCyc reaction RIGHT
molecule.C01835,is_product_of,reaction.ecocyc.RXN0-7347,directed,database,EcoCyc,RXN0-7347,EcoCyc reaction RIGHT
molecule.C00075,is_substrate_of,reaction.ecocyc.URITRANS-RXN,directed,database,EcoCyc,URITRANS-RXN,EcoCyc reaction LEFT
molecule.C00013,is_product_of,reaction.ecocyc.URITRANS-RXN,directed,database,EcoCyc,URITRANS-RXN,EcoCyc reaction RIGHT
molecule.ecocyc.NADH-P-OR-NOP,is_substrate_of,reaction.ecocyc.FAD-RED-RXN,directed,database,EcoCyc,FAD-RED-RXN,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.FAD-RED-RXN,directed,database,EcoCyc,FAD-RED-RXN,EcoCyc reaction LEFT
molecule.ecocyc.NAD-P-OR-NOP,is_product_of,reaction.ecocyc.FAD-RED-RXN,directed,database,EcoCyc,FAD-RED-RXN,EcoCyc reaction RIGHT
molecule.C16241,is_substrate_of,reaction.ecocyc.TRANS-RXN0-278,directed,database,EcoCyc,TRANS-RXN0-278,EcoCyc reaction LEFT
molecule.C16241,is_product_of,reaction.ecocyc.TRANS-RXN0-278,directed,database,EcoCyc,TRANS-RXN0-278,EcoCyc reaction RIGHT
molecule.C00080,is_substrate_of,reaction.ecocyc.RXN-17661,directed,database,EcoCyc,RXN-17661,EcoCyc reaction LEFT
reaction.ecocyc.RXN-17661,participates_in,ecocyc.RXN-17663,directed,database,EcoCyc,RXN-17661,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.RXN-17661,participates_in,ecocyc.RXN-17652,directed,database,EcoCyc,RXN-17661,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.PHOP-RXN,participates_in,ecocyc.PWY0-1458,directed,database,EcoCyc,PHOP-RXN,EcoCyc reaction IN-PATHWAY
molecule.C00437,is_substrate_of,reaction.ecocyc.ACETYLORNTRANSAM-RXN,directed,database,EcoCyc,ACETYLORNTRANSAM-RXN,EcoCyc reaction LEFT
molecule.C00026,is_substrate_of,reaction.ecocyc.ACETYLORNTRANSAM-RXN,directed,database,EcoCyc,ACETYLORNTRANSAM-RXN,EcoCyc reaction LEFT
molecule.C01250,is_product_of,reaction.ecocyc.ACETYLORNTRANSAM-RXN,directed,database,EcoCyc,ACETYLORNTRANSAM-RXN,EcoCyc reaction RIGHT
molecule.C00025,is_product_of,reaction.ecocyc.ACETYLORNTRANSAM-RXN,directed,database,EcoCyc,ACETYLORNTRANSAM-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.ACETYLORNTRANSAM-RXN,participates_in,ecocyc.GLUTORN-PWY,directed,database,EcoCyc,ACETYLORNTRANSAM-RXN,EcoCyc reaction IN-PATHWAY
molecule.C00024,is_substrate_of,reaction.ecocyc.2.3.1.180-RXN,directed,database,EcoCyc,2.3.1.180-RXN,EcoCyc reaction LEFT
molecule.C00080,is_substrate_of,reaction.ecocyc.2.3.1.180-RXN,directed,database,EcoCyc,2.3.1.180-RXN,EcoCyc reaction LEFT
molecule.C00010,is_product_of,reaction.ecocyc.2.3.1.180-RXN,directed,database,EcoCyc,2.3.1.180-RXN,EcoCyc reaction RIGHT
molecule.C00011,is_product_of,reaction.ecocyc.2.3.1.180-RXN,directed,database,EcoCyc,2.3.1.180-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.2.3.1.180-RXN,participates_in,ecocyc.PWY-4381,directed,database,EcoCyc,2.3.1.180-RXN,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.ACETYL-D-GLUCOSAMINYLDIPHOSPHO-UNDECAPRE,is_substrate_of,reaction.ecocyc.RXN-25219,directed,database,EcoCyc,RXN-25219,EcoCyc reaction LEFT
molecule.ecocyc.CPD-21359,is_substrate_of,reaction.ecocyc.RXN-25219,directed,database,EcoCyc,RXN-25219,EcoCyc reaction LEFT
molecule.ecocyc.CPD0-939,is_product_of,reaction.ecocyc.RXN-25219,directed,database,EcoCyc,RXN-25219,EcoCyc reaction RIGHT
molecule.C04574,is_product_of,reaction.ecocyc.RXN-25219,directed,database,EcoCyc,RXN-25219,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN-25219,directed,database,EcoCyc,RXN-25219,EcoCyc reaction RIGHT
molecule.C00024,is_substrate_of,reaction.ecocyc.SPERMACTRAN-RXN,directed,database,EcoCyc,SPERMACTRAN-RXN,EcoCyc reaction LEFT
molecule.C00315,is_substrate_of,reaction.ecocyc.SPERMACTRAN-RXN,directed,database,EcoCyc,SPERMACTRAN-RXN,EcoCyc reaction LEFT
molecule.ecocyc.CPD-568,is_product_of,reaction.ecocyc.SPERMACTRAN-RXN,directed,database,EcoCyc,SPERMACTRAN-RXN,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.SPERMACTRAN-RXN,directed,database,EcoCyc,SPERMACTRAN-RXN,EcoCyc reaction RIGHT
molecule.C00010,is_product_of,reaction.ecocyc.SPERMACTRAN-RXN,directed,database,EcoCyc,SPERMACTRAN-RXN,EcoCyc reaction RIGHT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN0-7432,directed,database,EcoCyc,RXN0-7432,EcoCyc reaction LEFT
molecule.C00065,is_product_of,reaction.ecocyc.RXN0-7432,directed,database,EcoCyc,RXN0-7432,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN0-7432,directed,database,EcoCyc,RXN0-7432,EcoCyc reaction RIGHT
molecule.C00036,is_product_of,reaction.ecocyc.CITRYLY-RXN,directed,database,EcoCyc,CITRYLY-RXN,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.CITRYLY-RXN,directed,database,EcoCyc,CITRYLY-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.CITRYLY-RXN,participates_in,ecocyc.PWY-6038,directed,database,EcoCyc,CITRYLY-RXN,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.CITRYLY-RXN,participates_in,ecocyc.CITLY-RXN,directed,database,EcoCyc,CITRYLY-RXN,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.1iNisup6sup-ethenoadenine-in-DNA,is_substrate_of,reaction.ecocyc.RXN0-7275,directed,database,EcoCyc,RXN0-7275,EcoCyc reaction LEFT
molecule.C00026,is_substrate_of,reaction.ecocyc.RXN0-7275,directed,database,EcoCyc,RXN0-7275,EcoCyc reaction LEFT
molecule.C00007,is_substrate_of,reaction.ecocyc.RXN0-7275,directed,database,EcoCyc,RXN0-7275,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN0-7275,directed,database,EcoCyc,RXN0-7275,EcoCyc reaction LEFT
molecule.ecocyc.DNA-Adenines,is_product_of,reaction.ecocyc.RXN0-7275,directed,database,EcoCyc,RXN0-7275,EcoCyc reaction RIGHT
molecule.ecocyc.CPD-8887,is_product_of,reaction.ecocyc.RXN0-7275,directed,database,EcoCyc,RXN0-7275,EcoCyc reaction RIGHT
molecule.C00042,is_product_of,reaction.ecocyc.RXN0-7275,directed,database,EcoCyc,RXN0-7275,EcoCyc reaction RIGHT
molecule.C00011,is_product_of,reaction.ecocyc.RXN0-7275,directed,database,EcoCyc,RXN0-7275,EcoCyc reaction RIGHT
molecule.C00458,is_substrate_of,reaction.ecocyc.DCTP-PYROPHOSPHATASE-RXN,directed,database,EcoCyc,DCTP-PYROPHOSPHATASE-RXN,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.DCTP-PYROPHOSPHATASE-RXN,directed,database,EcoCyc,DCTP-PYROPHOSPHATASE-RXN,EcoCyc reaction LEFT
molecule.C00080,is_product_of,reaction.ecocyc.DCTP-PYROPHOSPHATASE-RXN,directed,database,EcoCyc,DCTP-PYROPHOSPHATASE-RXN,EcoCyc reaction RIGHT
molecule.C00239,is_product_of,reaction.ecocyc.DCTP-PYROPHOSPHATASE-RXN,directed,database,EcoCyc,DCTP-PYROPHOSPHATASE-RXN,EcoCyc reaction RIGHT
molecule.C00013,is_product_of,reaction.ecocyc.DCTP-PYROPHOSPHATASE-RXN,directed,database,EcoCyc,DCTP-PYROPHOSPHATASE-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.DCTP-PYROPHOSPHATASE-RXN,participates_in,ecocyc.PWY-7206,directed,database,EcoCyc,DCTP-PYROPHOSPHATASE-RXN,EcoCyc reaction IN-PATHWAY
molecule.C00491,is_substrate_of,reaction.ecocyc.TRANS-RXN0-593,directed,database,EcoCyc,TRANS-RXN0-593,EcoCyc reaction LEFT
molecule.C00002,is_substrate_of,reaction.ecocyc.TRANS-RXN0-593,directed,database,EcoCyc,TRANS-RXN0-593,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.TRANS-RXN0-593,directed,database,EcoCyc,TRANS-RXN0-593,EcoCyc reaction LEFT
molecule.C00491,is_product_of,reaction.ecocyc.TRANS-RXN0-593,directed,database,EcoCyc,TRANS-RXN0-593,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.TRANS-RXN0-593,directed,database,EcoCyc,TRANS-RXN0-593,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.TRANS-RXN0-593,directed,database,EcoCyc,TRANS-RXN0-593,EcoCyc reaction RIGHT
molecule.C00008,is_product_of,reaction.ecocyc.TRANS-RXN0-593,directed,database,EcoCyc,TRANS-RXN0-593,EcoCyc reaction RIGHT
molecule.C00002,is_substrate_of,reaction.ecocyc.CARBPSYN-RXN,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction LEFT
molecule.C00064,is_substrate_of,reaction.ecocyc.CARBPSYN-RXN,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction LEFT
molecule.C00288,is_substrate_of,reaction.ecocyc.CARBPSYN-RXN,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.CARBPSYN-RXN,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction LEFT
molecule.C00080,is_product_of,reaction.ecocyc.CARBPSYN-RXN,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction RIGHT
molecule.C00169,is_product_of,reaction.ecocyc.CARBPSYN-RXN,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction RIGHT
molecule.C00025,is_product_of,reaction.ecocyc.CARBPSYN-RXN,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.CARBPSYN-RXN,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction RIGHT
molecule.C00008,is_product_of,reaction.ecocyc.CARBPSYN-RXN,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction RIGHT
reaction.ecocyc.CARBPSYN-RXN,participates_in,ecocyc.ARGSYN-PWY,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction IN-PATHWAY
reaction.ecocyc.CARBPSYN-RXN,participates_in,ecocyc.PWY-5686,directed,database,EcoCyc,CARBPSYN-RXN,EcoCyc reaction IN-PATHWAY
molecule.C03657,is_substrate_of,reaction.ecocyc.RXN-17066,directed,database,EcoCyc,RXN-17066,EcoCyc reaction LEFT
molecule.C22039,is_product_of,reaction.ecocyc.RXN-17066,directed,database,EcoCyc,RXN-17066,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-17066,participates_in,ecocyc.RXN-23260,directed,database,EcoCyc,RXN-17066,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.CPD-26472,is_substrate_of,reaction.ecocyc.RXN-23916,directed,database,EcoCyc,RXN-23916,EcoCyc reaction LEFT
molecule.C00020,is_product_of,reaction.ecocyc.RXN-23916,directed,database,EcoCyc,RXN-23916,EcoCyc reaction RIGHT
molecule.C00080,is_product_of,reaction.ecocyc.RXN-23916,directed,database,EcoCyc,RXN-23916,EcoCyc reaction RIGHT
reaction.ecocyc.RXN-23916,participates_in,ecocyc.RXN-16165,directed,database,EcoCyc,RXN-23916,EcoCyc reaction IN-PATHWAY
molecule.ecocyc.CPD-21409,is_substrate_of,reaction.ecocyc.RXN-19793,directed,database,EcoCyc,RXN-19793,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN-19793,directed,database,EcoCyc,RXN-19793,EcoCyc reaction LEFT
molecule.ecocyc.CPD-21407,is_product_of,reaction.ecocyc.RXN-19793,directed,database,EcoCyc,RXN-19793,EcoCyc reaction RIGHT
molecule.ecocyc.CPD-21406,is_product_of,reaction.ecocyc.RXN-19793,directed,database,EcoCyc,RXN-19793,EcoCyc reaction RIGHT
molecule.C02352,is_substrate_of,reaction.ecocyc.RXN0-5001,directed,database,EcoCyc,RXN0-5001,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN0-5001,directed,database,EcoCyc,RXN0-5001,EcoCyc reaction LEFT
molecule.ecocyc.CPD-25028,is_product_of,reaction.ecocyc.RXN0-5001,directed,database,EcoCyc,RXN0-5001,EcoCyc reaction RIGHT
molecule.ecocyc.L-GLYCERALDEHYDE-3-PHOSPHATE,is_substrate_of,reaction.ecocyc.RXN0-7251,directed,database,EcoCyc,RXN0-7251,EcoCyc reaction LEFT
molecule.C00001,is_substrate_of,reaction.ecocyc.RXN0-7251,directed,database,EcoCyc,RXN0-7251,EcoCyc reaction LEFT
molecule.C02426,is_product_of,reaction.ecocyc.RXN0-7251,directed,database,EcoCyc,RXN0-7251,EcoCyc reaction RIGHT
molecule.ecocyc.Pi,is_product_of,reaction.ecocyc.RXN0-7251,directed,database,EcoCyc,RXN0-7251,EcoCyc reaction RIGHT
molecule.ecocyc.BROMOACETATE,is_substrate_of,reaction.ecocyc.RXN0-6549,directed,database,EcoCyc,RXN0-6549,EcoCyc reaction LEFT
molecule.C00051,is_substrate_of,reaction.ecocyc.RXN0-6549,directed,database,EcoCyc,RXN0-6549,EcoCyc reaction LEFT
molecule.C00080,is_product_of,reaction.ecocyc.RXN0-6549,directed,database,EcoCyc,RXN0-6549,EcoCyc reaction RIGHT
molecule.ecocyc.CPD0-2370,is_product_of,reaction.ecocyc.RXN0-6549,directed,database,EcoCyc,RXN0-6549,EcoCyc reaction RIGHT
molecule.ecocyc.BR-,is_product_of,reaction.ecocyc.RXN0-6549,directed,database,EcoCyc,RXN0-6549,EcoCyc reaction RIGHT
molecule.C00001,is_substrate_of,reaction.ecocyc.AMINOCYL-TRNA-HYDROLASE-RXN,directed,database,EcoCyc,AMINOCYL-TRNA-HYDROLASE-RXN,EcoCyc reaction LEFT
